Timestamp,Date,Day,Open,High,Low,Previous Close,LTP,Change,% Change,Volume
17/09/2022 10:49:48,15/09/2022,Thursday,108.65,109,106.5,106.85,107,0.15,0.14,62926791
17/09/2022 10:51:54,16/09/2022,Friday,106.2,107.5,105,107,105.6,-1.4,-1.31,107929724
17/09/2022 10:54:13,17/09/2022,Saturday,105.6,105.6,105.6,105.6,105.6,0,0,0
17/09/2022 10:54:45,18/09/2022,Sunday,105.6,105.6,105.6,105.6,105.6,0,0,0
19/09/2022 17:29:27,19/09/2022,Monday,106.2,106.2,103,105.7,103.1,-2.6,-2.46,51145568
20/09/2022 16:58:02,20/09/2022,Tuesday,104.2,106.35,104,103.1,105.8,2.7,2.62,52127387
21/09/2022 16:33:14,21/09/2022,Wednesday,105.8,107.2,104.35,105.8,104.4,-1.4,-1.32,43691827
22/09/2022 16:29:48,22/09/2022,Thursday,104.45,105.3,103.5,104.45,103.6,-0.85,-0.81,61380323
23/09/2022 16:38:40,23/09/2022,Friday,106.2,107.9,103.75,103.6,104.3,0.7,0.68,109765520
23/09/2022 16:39:29,24/09/2022,Saturday,104.3,104.3,104.3,104.3,104.3,0,0,0
23/09/2022 16:39:51,25/09/2022,Sunday,104.3,104.3,104.3,104.3,104.3,0,0,0
26/09/2022 19:30:16,26/09/2022,Monday,104.4,104.45,98.5,104.3,99.8,-4.5,4.31,93443453
27/09/2022 16:28:18,27/09/2022,Tuesday,101.35,101.35,96.5,99.85,97.65,-2.2,-2.2,104949032
28/09/2022 16:11:07,28/09/2022,Wednesday,96.55,97.85,95,97.65,95.2,-2.45,-2.51,61386103
29/09/2022 18:03:46,29/09/2022,Thursday,97,98.25,96.4,95.2,96.85,1.65,1.73,60884592
30/09/2022 19:53:30,30/09/2022,Friday,96.85,100.4,95.7,96.85,99.3,2.45,2.53,66436616
30/09/2022 19:55:44,01/10/2022,Saturday,99.3,99.3,99.3,99.3,99.3,0,0,0
30/09/2022 19:56:03,02/10/2022,Sunday,99.3,99.3,99.3,99.3,99.3,0,0,0
03/10/2022 21:56:33,03/10/2022,Monday,99.6,99.65,98,99.3,98.35,-0.95,-0.96,37282313
04/10/2022 21:18:58,04/10/2022,Tuesday,100.3,101.5,100,98.35,101.15,2.8,2.85,40186702
05/10/2022 18:50:02,05/10/2022,Wednesday,101.15,101.15,101.15,101.15,101.15,0,0,0
06/10/2022 18:23:40,06/10/2022,Thursday,102,103.8,101.75,101.15,103.55,2.4,2.37,48169310
07/10/2022 16:43:23,07/10/2022,Friday,103.3,103.5,101.9,103.55,103.3,-0.25,-0.24,36080875
07/10/2022 16:43:58,08/10/2022,Saturday,103.3,103.3,103.3,103.3,103.3,0,0,0
07/10/2022 16:44:19,09/10/2022,Sunday,103.3,103.3,103.3,103.3,103.3,0,0,0
10/10/2022 20:09:13,10/10/2022,Monday,102,103.35,101.15,103.3,103.2,-0.1,-0.1,36641275
11/10/2022 16:05:48,11/10/2022,Tuesday,103.55,103.65,100.45,103.2,100.85,-2.35,-2.28,34035766
12/10/2022 19:45:09,12/10/2022,Wednesday,100.35,101.2,99,100.35,100.05,-0.3,-0.3,23745112
13/10/2022 16:47:14,13/10/2022,Thursday,101.1,101.8,98.8,100.55,100.1,-0.45,-0.45,34665993
14/10/2022 15:59:43,14/10/2022,Friday,101.85,102.8,99.9,100.1,100.1,0,0,32456804
14/10/2022 16:00:27,15/10/2022,Saturday,100.1,100.1,100.1,100.1,100.1,0,0,0
14/10/2022 16:00:54,16/10/2022,Sunday,100.1,100.1,100.1,100.1,100.1,0,0,0
17/10/2022 17:24:46,17/10/2022,Monday,99.75,100.4,98.1,100.1,99.55,-0.55,-0.55,37568783
18/10/2022 17:43:56,18/10/2022,Tuesday,100.3,101,99.8,99.55,100.65,1.1,1.1,30722156
19/10/2022 18:54:45,19/10/2022,Wednesday,100.6,101.25,99.7,100.65,100.05,-0.6,-0.6,38764542
20/10/2022 16:53:39,20/10/2022,Thursday,99.5,101.2,98.8,100.05,100.9,0.85,0.85,38091315
21/10/2022 18:04:07,21/10/2022,Friday,100.85,101.45,99.35,100.9,100.2,-0.7,-0.69,30973997
21/10/2022 18:04:36,22/10/2022,Saturday,100.2,100.2,100.2,100.2,100.2,0,0,0
21/10/2022 18:04:56,23/10/2022,Sunday,100.2,100.2,100.2,100.2,100.2,0,0,0
24/10/2022 19:52:17,24/10/2022,Monday,102,102.1,101,100.2,101.2,1,1,7480281
25/10/2022 15:44:51,25/10/2022,Tuesday,101.15,102.5,100.7,101.2,101.2,0,0,37134195
27/10/2022 17:35:47,26/10/2022,Wednesday,101.2,101.2,101.2,101.2,101.2,0,0,0
27/10/2022 17:36:47,27/10/2022,Thursday,102.25,104.65,102.05,101.2,104.2,3,2.96,74349009
28/10/2022 16:36:43,28/10/2022,Friday,104.1,104.6,100.8,104.2,101.6,-2.6,-2.5,51006232
28/10/2022 16:37:12,29/10/2022,Saturday,101.6,101.6,101.6,101.6,101.6,0,0,0
28/10/2022 16:37:40,30/10/2022,Sunday,101.6,101.6,101.6,101.6,101.6,0,0,0
31/10/2022 16:58:16,31/10/2022,Monday,101.9,102.15,100.3,101.6,101.55,-0.05,-0.05,38715841
01/11/2022 17:40:34,01/11/2022,Tuesday,98.55,101.45,98.55,101.55,101.2,-0.35,-0.34,69031178
02/11/2022 16:54:02,02/11/2022,Wednesday,101,103,100.8,101.2,101.25,0.05,0.05,42336049
03/11/2022 16:19:35,03/11/2022,Thursday,100.75,102.45,100,101.25,102,0.75,0.74,39110676
04/11/2022 18:01:52,04/11/2022,Friday,102.5,105,102.2,102,104.75,2.75,2.7,70299020
04/11/2022 18:03:18,05/11/2022,Saturday,104.75,104.75,104.75,104.75,104.75,0,0,0
04/11/2022 18:03:47,06/11/2022,Sunday,104.75,104.75,104.75,104.75,104.75,0,0,0
08/11/2022 06:57:41,07/11/2022,Monday,105.9,107.45,104.6,104.75,106.7,1.98,1.86,74426059
09/11/2022 17:06:50,08/11/2022,Tuesday,106.7,106.7,106.7,106.7,106.7,0,0,0
11/11/2022 12:28:13,09/11/2022,Wednesday,107.25,107.55,105.55,106.7,106.1,-0.6,-0.56,38295904
11/11/2022 12:32:24,10/11/2022,Thursday,105.2,106,104.45,106.1,104.7,-1.4,-1.32,27864285
11/11/2022 18:39:23,11/11/2022,Friday,106.25,108.2,106.25,104.7,107.55,2.85,2.72,77933417
11/11/2022 18:40:35,12/11/2022,Saturday,107.55,107.55,107.55,107.55,107.55,0,0,0
11/11/2022 18:41:33,13/11/2022,Sunday,107.55,107.55,107.55,107.55,107.55,0,0,0
14/11/2022 22:11:32,14/11/2022,Monday,108.5,110,108.25,107.55,108.7,1.15,1.15,55474425
15/11/2022 18:54:30,15/11/2022,Tuesday,109,109.35,107.2,108.7,108.55,-0.15,-0.14,35007427
19/11/2022 15:41:44,16/11/2022,Wednesday,108.45,108.8,105.2,105.85,106.55,-2,-1.84,40404167
19/11/2022 15:46:05,17/11/2022,Thursday,105.9,106.8,104.5,106.55,105.85,-0.7,-0.66,32894825
19/11/2022 15:48:50,18/11/2022,Friday,105.85,106.3,104.7,105.85,105.5,-0.35,-0.33,28992538
19/11/2022 15:50:02,19/11/2022,Saturday,105.5,105.5,105.5,105.5,105.5,0,0,0
19/11/2022 15:50:48,20/11/2022,Sunday,105.5,105.5,105.5,105.5,105.5,0,0,0
22/11/2022 00:12:15,21/11/2022,Monday,107.7,107.7,103.85,105.5,104.25,-1.25,-1.18,58404309
22/11/2022 16:01:21,22/11/2022,Tuesday,104.4,105.4,103.55,104.25,105.2,0.95,0.91,27846186
23/11/2022 22:14:37,23/11/2022,Wednesday,105.7,106,104.95,105.2,105.45,0.25,0.24,22809651
24/11/2022 22:12:40,24/11/2022,Thursday,105.85,105.95,104.6,105.45,105.5,0.05,0.05,23737867
26/11/2022 08:18:24,25/11/2022,Friday,105.6,106.5,105.1,105.5,106.2,0.7,0.66,27361785
26/11/2022 08:20:28,26/11/2022,Saturday,106.2,106.2,106.2,106.2,106.2,0,0,0
26/11/2022 08:23:18,27/11/2022,Sunday,106.2,106.2,106.2,106.2,106.2,0,0,0
28/11/2022 16:02:26,28/11/2022,Monday,104.9,106.4,104.5,106.2,104.9,-1.3,-1.22,33516118
29/11/2022 17:05:11,29/11/2022,Tuesday,105,107.65,104.95,104.9,106.1,1.2,1.14,40661568
30/11/2022 16:31:49,30/11/2022,Wednesday,106.1,107.95,105.9,106.1,107.65,1.55,1.46,61142050
01/12/2022 21:15:28,01/12/2022,Thursday,108.7,111.3,108,107.65,110.75,3.1,2.88,91702642
02/12/2022 23:15:26,02/12/2022,Friday,110.8,112.5,110.15,110.75,112,1.25,1.13,70541914
02/12/2022 23:16:03,03/12/2022,Saturday,112,112,112,112,112,0,0,0
02/12/2022 23:16:24,04/12/2022,Sunday,112,112,112,112,112,0,0,0
05/12/2022 18:35:12,05/12/2022,Monday,113.3,116.1,112.65,112,115.85,3.85,3.44,96441799
06/12/2022 22:53:03,06/12/2022,Tuesday,115.35,115.35,112.25,115.85,112.95,-2.9,-2.5,50581245
07/12/2022 19:24:51,07/12/2022,Wednesday,113.4,113.5,110.85,112.95,111.2,-1.75,-1.55,39494279
09/12/2022 07:57:21,08/12/2022,Thursday,111.75,113,110.8,111.2,111.85,0.65,0.58,32416724
09/12/2022 16:16:35,09/12/2022,Friday,112.8,113.75,109.7,111.85,110.45,-1.4,-1.25,35665257
09/12/2022 16:17:38,10/12/2022,Saturday,110.45,110.45,110.45,110.45,110.45,0,0,0
09/12/2022 16:18:21,11/12/2022,Sunday,110.45,110.45,110.45,110.45,110.45,0,0,0
