Timestamp,Date,Day,Open,High,Low,Previous Close,LTP,Change,% Change,Volume
13/09/2022 15:52:27,13/09/2022,Tuesday,106.7,106.9,106,106,106.05,0.05,0.05,3186737
14/09/2022 16:13:16,14/09/2022,Wednesday,105,106.1,104.75,106.05,105.15,-0.9,-0.85,3184879
17/09/2022 11:01:10,15/09/2022,Thursday,105.5,106.9,104.95,105.15,106.4,1.25,1.19,4457007
17/09/2022 11:02:49,16/09/2022,Friday,106.9,107.65,102.7,106.4,104,-2.4,2.26,7717956
17/09/2022 11:03:32,17/09/2022,Saturday,104,104,104,104,104,0,0,0
17/09/2022 11:04:02,18/09/2022,Sunday,104,104,104,104,104,0,0,0
19/09/2022 17:30:44,19/09/2022,Monday,104.4,104.75,102.8,104.05,103.1,-0.95,-0.91,2917515
20/09/2022 16:56:25,20/09/2022,Tuesday,104.2,104.2,103.15,103.1,103.55,0.45,0.44,2623827
21/09/2022 16:31:15,21/09/2022,Wednesday,103.55,104.1,102.45,103.55,103.05,-0.7,-0.68,3635123
22/09/2022 16:27:49,22/09/2022,Thursday,102.8,103.65,102.2,102.85,103.2,0.35,0.34,1097897
23/09/2022 16:35:45,23/09/2022,Friday,102.95,103.5,101.8,103.65,101.95,-1.7,-1.64,2433594
23/09/2022 16:36:15,24/09/2022,Saturday,101.95,101.95,101.95,101.95,101.95,0,0,0
23/09/2022 16:36:38,25/09/2022,Sunday,101.95,101.95,101.95,101.95,101.95,0,0,0
26/09/2022 19:28:29,26/09/2022,Monday,99.5,100.9,99.4,101.3,99.5,-1.8,-1.78,624163
27/09/2022 16:42:23,27/09/2022,Tuesday,97.95,99.2,96.5,97.85,96.85,-1,-1.02,9330496
28/09/2022 16:09:38,28/09/2022,Wednesday,96.1,96.8,95.5,96.85,95.65,-1.2,-1.24,6793224
29/09/2022 18:02:25,29/09/2022,Thursday,96.1,96.6,93.5,95.65,93.65,-2,2.09,5447157
30/09/2022 19:57:38,30/09/2022,Friday,94.25,94.7,92.85,94.25,94,-0.25,-0.27,13253472
30/09/2022 19:58:16,01/10/2022,Saturday,94,94,94,94,94,0,0,0
30/09/2022 19:58:39,02/10/2022,Sunday,94,94,94,94,94,0,0,0
03/10/2022 21:54:59,03/10/2022,Monday,94.15,94.15,92.6,94,92.75,-1.25,-1.33,5637037
04/10/2022 21:17:39,04/10/2022,Tuesday,94.15,94.15,92.6,94,93.65,1.85,2.02,6252237
05/10/2022 18:48:36,05/10/2022,Wednesday,93.65,93.65,93.65,93.65,93.65,0,0,0
06/10/2022 18:20:53,06/10/2022,Thursday,94.8,95.75,94.1,93.65,95.5,1.85,1.98,6223294
07/10/2022 16:37:37,07/10/2022,Friday,95.5,95.5,94.4,95.5,95.15,-0.35,-0.37,3603038
07/10/2022 16:38:00,08/10/2022,Saturday,95.15,95.15,95.15,95.15,95.15,0,0,0
07/10/2022 16:38:21,09/10/2022,Sunday,95.15,95.15,95.15,95.15,95.15,0,0,0
10/10/2022 20:05:49,10/10/2022,Monday,94,94.45,92.8,95.15,93,-2.15,-2.26,7257911
11/10/2022 16:03:50,11/10/2022,Tuesday,93.25,93.4,91.9,93,92.05,-0.95,-1.02,4162842
12/10/2022 19:43:15,12/10/2022,Wednesday,92.15,92.85,91.6,92.05,92.4,0.35,0.38,4886498
13/10/2022 16:45:38,13/10/2022,Thursday,92.15,92.85,91.6,92.05,91.95,-0.45,-0.49,6193522
14/10/2022 15:53:10,14/10/2022,Friday,93.1,93.2,91.65,91.95,91.9,-0.05,-0.05,5375113
14/10/2022 15:54:04,15/10/2022,Saturday,91.9,91.9,91.9,91.9,91.9,0,0,0
14/10/2022 15:54:24,16/10/2022,Sunday,91.9,91.9,91.9,91.9,91.9,0,0,0
17/10/2022 16:47:01,17/10/2022,Monday,91.9,92.1,91.05,91.9,91.65,-0.25,-0.27,5555192
18/10/2022 17:41:41,18/10/2022,Tuesday,92.15,94.3,91.85,91.65,93.9,2.25,2.45,8152180
19/10/2022 18:52:57,19/10/2022,Wednesday,94.6,94.7,93.4,93.9,93,-0.2,-0.21,7192398
20/10/2022 16:52:04,20/10/2022,Thursday,93.5,93.9,92.6,93.7,93.65,-0.05,-0.05,4971659
21/10/2022 18:01:14,21/10/2022,Friday,94,94.35,93.35,93.65,93.65,0,0,4485275
21/10/2022 18:01:59,22/10/2022,Saturday,93.65,93.65,93.65,93.65,93.65,0,0,0
21/10/2022 18:02:23,23/10/2022,Sunday,93.65,93.65,93.65,93.65,93.65,0,0,0
24/10/2022 19:56:34,24/10/2022,Monday,94.95,94.95,94.2,93.65,94.65,1,1.07,1462832
25/10/2022 15:42:30,25/10/2022,Tuesday,94.95,95.1,93.15,94.65,94.4,-0.25,-0.26,8998782
26/10/2022 19:23:56,26/10/2022,Wednesday,94.4,94.4,94.4,94.4,94.4,0,0,0
27/10/2022 17:39:11,27/10/2022,Thursday,95.2,97,94.3,94.4,96.5,2.1,2.22,17893756
28/10/2022 16:30:53,28/10/2022,Friday,97.4,100.3,96.75,96.5,99.85,3.35,3.47,23243795
28/10/2022 16:31:43,29/10/2022,Saturday,99.85,99.85,99.85,99.85,99.85,0,0,0
28/10/2022 16:32:04,30/10/2022,Sunday,99.85,99.85,99.85,99.85,99.85,0,0,0
31/10/2022 16:12:42,31/10/2022,Monday,101.25,103.1,99.7,99.85,102.55,2.7,2.7,18175401
01/11/2022 17:31:11,01/11/2022,Tuesday,103,103.7,102.5,102.55,103.15,0.6,0.59,9274933
02/11/2022 16:51:17,02/11/2022,Wednesday,104,104.25,102.75,103.15,103.4,0.25,0.24,8339979
03/11/2022 16:15:41,03/11/2022,Thursday,103,104.3,102.75,103.4,104.15,0.75,0.73,13117383
04/11/2022 17:50:41,04/11/2022,Friday,104.2,104.65,103.6,104.115,104,-0.15,-0.14,12081873
04/11/2022 17:52:08,05/11/2022,Saturday,104,104,104,104,104,0,0,0
04/11/2022 17:52:48,06/11/2022,Sunday,104,104,104,104,104,0,0,0
08/11/2022 06:59:32,07/11/2022,Monday,100.2,101.85,99.4,104,101.55,-2.45,-2.36,13065969
09/11/2022 17:08:22,08/11/2022,Tuesday,101.55,101.55,101.55,101.55,101.55,0,0,0
11/11/2022 12:19:36,09/11/2022,Wednesday,101.55,101.9,100.2,101.55,100.85,-0.7,-0.69,6004697
11/11/2022 12:22:30,10/11/2022,Thursday,100.4,100.4,99,100.85,99.65,-1.2,-1.18,10072926
11/11/2022 18:32:12,11/11/2022,Friday,100.4,101.15,99.15,99.65,99.9,0.25,0.25,10433369
11/11/2022 18:33:15,12/11/2022,Saturday,99.9,99.9,99.9,99.9,99.9,0,0,0
11/11/2022 18:35:11,13/11/2022,Sunday,99.9,99.9,99.9,99.9,99.9,0,0,0
14/11/2022 22:15:10,14/11/2022,Monday,100.25,100.6,99.3,99.9,100.1,0.2,0.2,3900469
15/11/2022 18:57:00,15/11/2022,Tuesday,100.55,100.8,99.8,100.1,100.25,0.15,0.15,4061038
19/11/2022 15:55:51,16/11/2022,Wednesday,100.25,100.85,99.25,100.25,99.7,-0.55,-0.55,4992320
19/11/2022 15:57:52,17/11/2022,Thursday,99.65,101.75,99.15,99.7,100.3,0.6,0.6,10292615
19/11/2022 15:59:53,18/11/2022,Friday,100.5,101.25,99.5,100.3,100.05,-0.25,-0.25,7268505
19/11/2022 16:00:56,19/11/2022,Saturday,100.05,100.05,100.05,100.05,100.05,0,0,0
19/11/2022 16:01:36,20/11/2022,Sunday,100.05,100.05,100.05,100.05,100.05,0,0,0
22/11/2022 00:10:25,21/11/2022,Monday,100.1,100.3,99.05,100.05,99.65,-0.4,-0.4,5618444
22/11/2022 15:58:41,22/11/2022,Tuesday,100.15,100.2,99.45,99.65,99.7,0.05,0.05,7762716
23/11/2022 22:08:37,23/11/2022,Wednesday,100.1,100.35,99.45,99.7,99.6,-0.1,-0.1,7302106
24/11/2022 22:08:04,24/11/2022,Thursday,99.95,103.75,99.7,99.6,103.3,3.7,3.71,18875982
26/11/2022 07:35:37,25/11/2022,Friday,103.5,109.95,103.1,103.3,109.05,5.75,5.57,29877176
26/11/2022 07:36:47,26/11/2022,Saturday,109.05,109.05,109.05,109.05,109.05,0,0,0
26/11/2022 07:37:24,27/11/2022,Sunday,109.05,109.05,109.05,109.05,109.05,0,0,0
28/11/2022 16:00:11,28/11/2022,Monday,109.75,113.8,109.45,109.05,110.25,1.2,1.1,29859790
29/11/2022 16:33:23,29/11/2022,Tuesday,110.8,111.3,109.1,110.25,109.45,-0.8,-0.73,8830643
30/11/2022 16:28:43,30/11/2022,Wednesday,109.85,111,109.45,109.45,110.35,0.9,0.82,11415274
01/12/2022 21:12:03,01/12/2022,Thursday,112,112,109.65,110.35,110.95,0.6,0.54,9937044
02/12/2022 23:12:24,02/12/2022,Friday,111.5,111.5,110.2,110.95,111,0.05,0.05,6129727
02/12/2022 23:13:00,03/12/2022,Saturday,111,111,111,111,111,0,0,0
02/12/2022 23:13:28,04/12/2022,Sunday,111,111,111,111,111,0,0,0
05/12/2022 18:33:59,05/12/2022,Monday,111.4,113.05,110.5,111,111.85,0.85,0.77,11813355
06/12/2022 22:25:52,06/12/2022,Tuesday,111.8,112.15,110.5,111.85,110.9,-0.95,-0.85,6283354
07/12/2022 19:26:44,07/12/2022,Wednesday,110.8,113.5,110.65,110.9,113.05,2.15,1.94,16848824
09/12/2022 08:01:54,08/12/2022,Thursday,113.65,115,113.2,113.05,114.3,1.25,1.11,13925336
09/12/2022 16:11:07,09/12/2022,Friday,114.95,115.7,109.65,114.3,111.65,-2.65,-2.32,10866022
09/12/2022 16:13:08,10/12/2022,Saturday,111.65,111.65,111.65,111.65,111.65,0,0,0
09/12/2022 16:13:45,11/12/2022,Sunday,111.65,111.65,111.65,111.65,111.65,0,0,0
